ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
084232920X,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind #6)",Tim Lahaye,1999,Tyndale House Publishers,8.222222222222221,18,"['Horror', 'Adventure']"
0842329161,Apollyon: The Destroyer Is Unleashed (Left Behind #5),Tim Lahaye,1999,Tyndale House Publishers,8.5,14,"['Horror', 'Adventure']"
0842329285,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers,8.19047619047619,21,"['Horror', 'Adventure']"
0449219569,Comeback,Dick Francis,1994,Fawcett Books,7.222222222222222,9,"['Mystery', 'Thriller']"
0684832291,My Gal Sunday,Mary Higgins Clark,1996,Simon &amp; Schuster,6.9375,16,"['Mystery', 'Thriller']"
0515120278,The Cat Who Said Cheese,Lilian Jackson Braun,1997,Jove Books,6.818181818181818,11,['Mystery']
0028604202,Politically Correct Holiday Stories: For an Enlightened Yuletide Season,James Finn Garner,1995,John Wiley &amp; Sons Inc,8.384615384615385,13,"['Non-Fiction', 'Humor']"
0786890371,Cranberry Queen,Kathleen DeMarco,2002,Miramax,6.8,5,['Romance']
1573229350,Best Friends,Martha Moody,2002,Riverhead Books,7.7,10,['Romance']
0446607177,Riptide,Douglas Preston,1999,Warner Books,9.0,4,"['Thriller', 'Adventure']"
0553573926,Vertical Run,Joseph R. Garber,1996,Bantam Books,8.642857142857142,14,"['Thriller', 'Adventure']"
0553576089,In the Presence of the Enemy,ELIZABETH GEORGE,1997,Bantam,8.25,16,"['Mystery', 'Thriller']"
0446609617,Standoff,Sandra Brown,2001,Warner Vision,7.666666666666667,18,"['Thriller', 'Romance']"
0140264795,Rosie: A Novel,Anne Lamott,1997,Penguin Books,7.111111111111111,9,"['Romance', 'Historical']"
0451160959,Stand,Stephen King,1980,Signet Book,8.777777777777779,9,"['Horror', 'Fantasy']"
0449904067,Dave Barry's Greatest Hits,DAVE BARRY,1989,Ballantine Books,7.571428571428571,7,"['Non-Fiction', 'Biography']"
0385319444,Lost in Translation,Nicole Mones,1999,Delta,7.166666666666667,6,"['Romance', 'Historical']"
0385336489,Niagara Falls All Over Again,Elizabeth McCracken,2002,Delta,8.714285714285714,7,"['Historical', 'Romance']"
0345351959,Willow: A Novel,Wayland Drew (Adapter),1988,Del Rey Books,7.25,8,"['Fantasy', 'Adventure']"
0446400157,A Morbid Taste for Bones: The First Chronicle of Brother Cadfael,Ellis Peters,1994,Warner Books,7.25,8,"['Mystery', 'Historical']"
034541215X,Bimbos of the Death Sun,SHARYN MCCRUMB,1996,Fawcett,8.5,8,"['Mystery', 'Comedy']"
0671724738,Postcards from the Edge,Carrie Fisher,1990,Pocket,6.5,4,"['Biography', 'Non-Fiction']"
0399146601,Shattered,Dick Francis,2000,Putnam Publishing Group,7.5,6,"['Mystery', 'Thriller']"
0345253736,White Dragon,Anne Mccaffrey,1979,Ballantine Books,8.307692307692308,13,"['Fantasy', 'Adventure']"
0345362861,Dragonsdawn,Anne McCaffrey,1989,Del Rey Books,8.444444444444445,18,"['Fantasy', 'Adventure']"
0553293362,Second Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Spectra,8.818181818181818,11,['Sci-Fi']
0441089348,Burning Chrome (Ace Science Fiction),William Gibson,1994,Ace Books,7.8,5,['Sci-Fi']
0440435749,The High King (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1969,Yearling,8.2,10,"['Fantasy', 'Adventure']"
0440406498,The Black Cauldron (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1985,Yearling Books,9.0,10,"['Fantasy', 'Adventure']"
0440407028,The Book of Three (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1978,Yearling,8.4,10,"['Fantasy', 'Adventure']"
1853260282,Emma (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company,7.125,8,"['Historical', 'Romance']"
0451527097,One Day in the Life of Ivan Denisovich (Signet Classics (Paperback)),Alexander Solzhenitsyn,1998,Signet Book,8.222222222222221,9,"['Historical', 'Biography']"
1576739759,Secrets of the Vine: Breaking Through to Abundance,Bruce Wilkinson,2001,Multnomah,7.833333333333333,6,['Non-Fiction']
0312927746,Flowers in the Rain &amp; Other Stories,Rosamunde Pilcher,1992,St. Martin's Press,7.142857142857143,7,['Romance']
0373484836,Cordina'S Royal Family,Nora Roberts,2002,Silhouette,7.4,15,['Romance']
0373244487,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette,7.35,20,['Romance']
0515120871,Finding the Dream,Nora Roberts,1997,Jove Books,8.272727272727273,11,['Romance']
0743457463,Irish Girls About Town: An Anthology of Short Stories,Maeve Binchy,2003,Pocket,6.142857142857143,7,['Romance']
0451163516,The Man from St. Petersburg (#1 Author's Classic Spy Thriller),Ken Follett,1991,Signet Book,8.5,4,['Thriller']
038531700X,The Loop: A Novel,Nicholas Evans,1998,Delacorte Press,7.6923076923076925,13,['Adventure']
0064401871,A Little Princess,Frances Hodgson Burnett,1987,HarperTrophy,9.416666666666666,12,['Young Adult']
0380759500,Firefly,Piers Anthony,1992,Harper Mass Market Paperbacks (Mm),7.222222222222222,9,['Fantasy']
0020518706,The Sun Also Rises (A Scribner classic),Ernest Hemingway,1982,Simon &amp; Schuster,8.714285714285714,7,['Historical']
0967370167,Ella Minnow Pea: A Progressively Lipogrammatic Epistolary Fable,Mark Dunn,2001,MacAdam/Cage Publishing,7.857142857142857,7,"['Fantasy', 'Mystery']"
0060932139,The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,Perennial,7.583333333333333,12,"['Historical', 'Romance']"
0345345053,A Sand County Almanac (Outdoor Essays &amp; Reflections),Aldo Leopold,1990,Ballantine Books,8.555555555555555,9,['Non-Fiction']
0449217493,Caribbean,James A. Michener,1991,Fawcett Books,7.153846153846154,13,"['Historical', 'Adventure']"
0061092614,Finding Moon,Tony Hillerman,1996,HarperTorch,8.0,14,"['Mystery', 'Thriller']"
042518904X,Widow's Walk,Robert B. Parker,2003,Berkley Publishing Group,8.25,8,"['Mystery', 'Thriller']"
0553298178,Garden of Rama,Arthur C. Clarke,1992,Bantam,7.4,5,['Sci-Fi']
0446350982,Presumed Innocent,Scott Turow,1988,Warner Books,8.0,16,"['Thriller', 'Mystery']"
0451158717,Who's Afraid of Virginia Woolf?,Edward Albee,1988,Signet Book,8.666666666666666,9,"['Historical', 'Romance']"
0836218981,The Indispensable Calvin And Hobbes,Bill Watterson,1992,Andrews McMeel Publishing,9.357142857142858,14,"['Non-Fiction', 'Young Adult']"
0449211479,The Source,James A. Michener,1992,Fawcett Books,7.909090909090909,11,['Historical']
0060932902,Genome,Matt Ridley,2000,Perennial,8.0,2,"['Non-Fiction', 'Sci-Fi']"
0380788756,Baltimore Blues (Tess Monaghan Mysteries (Paperback)),Laura Lippman,1997,Avon,7.857142857142857,7,"['Mystery', 'Thriller']"
0062548662,Meditations for Women Who Do Too Much - 10th Anniversary,Anne Wilson Schaef,1990,HarperSanFrancisco,7.8,5,['Non-Fiction']
0440123925,Exit to Eden,ANNE RAMPLING,1986,Dell,7.444444444444445,9,"['Romance', 'Erotica']"
006109921X,Up Island: A Novel,Anne Rivers Siddons,1998,HarperTorch,8.8,10,['Romance']
0553560204,The Lesson of Her Death,Jeffery Wilds Deaver,1994,Crimeline,7.0,8,"['Mystery', 'Thriller']"
0670030031,Lake Wobegon: Summer 1956,Garrison Keillor,2001,Viking Books,8.0,9,"['Historical', 'Young Adult']"
0316693715,Jack and Jill: A Novel,James Patterson,1996,Little Brown &amp; Co,7.625,8,['Thriller']
0553581929,Special Circumstances,SHELDON SIEGEL,2001,Bantam,7.444444444444445,9,['Thriller']
0449149900,Mr. X,Peter Straub,2000,Ballantine Books,5.9,10,"['Horror', 'Fantasy']"
0684834723,The LETTER,Richard Paul Evans,1997,Simon &amp; Schuster,7.9,10,['Romance']
0451202317,Beyond Eden,Catherine Coulter,2000,Signet Book,7.555555555555555,9,['Romance']
1551669153,Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,8.181818181818182,11,['Thriller']
0140250948,In the Lake of the Woods,Tim O'Brien,1995,Penguin Books,7.6,10,"['Mystery', 'Thriller']"
0821766570,The Guest List,Fern Michaels,2000,Zebra Books,7.2,5,"['Mystery', 'Thriller']"
0312979398,The Eye of the Tiger,Wilbur Smith,2001,St. Martin's Paperbacks,9.0,4,['Romance']
0786889608,Middle of Nowhere,Ridley Pearson,2001,Hyperion,7.5,14,['Adventure']
0786889756,Red Light,T. Jefferson Parker,2001,Hyperion,7.142857142857143,7,"['Mystery', 'Thriller']"
0553571834,Haunting Rachel,KAY HOOPER,1999,Bantam,8.5,6,"['Horror', 'Mystery']"
042517140X,Loyalty in Death,J. D. Robb,2004,Berkley Publishing Group,8.266666666666667,15,"['Sci-Fi', 'Mystery']"
1551668246,Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,7.333333333333333,15,"['Thriller', 'Mystery']"
0425160394,Vengeance in Death,J. D. Robb,1999,Berkley Publishing Group,8.0,13,"['Sci-Fi', 'Mystery']"
0385494246,Amsterdam : A Novel,IAN MCEWAN,1999,Anchor,7.176470588235294,17,['Historical']
0553109588,More Letters from a Nut,Ted L. Nancy,1998,Bantam,7.769230769230769,13,"['Non-Fiction', 'Young Adult']"
0679720219,The Plague (Vintage International),ALBERT CAMUS,1991,Vintage,7.0,6,['Historical']
0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books,7.933333333333334,30,"['Fantasy', 'Horror']"
0821742841,Lady of the Forest,Jennifer Roberson,1993,Zebra Books,7.857142857142857,7,"['Fantasy', 'Romance']"
0440226406,Legacy of Silence,Belva Plain,1999,Dell Publishing Company,7.0,9,['Historical']
0553572512,Playing for the Ashes,ELIZABETH GEORGE,1995,Bantam,7.461538461538462,13,['Mystery']
0684854759,FLOATING IN MY MOTHER'S PALM,Ursula Hegi,1998,Touchstone,8.25,8,['Historical']
0684824892,Wait Till Next Year : A MEMOIR,Doris Kearns Goodwin,1997,Simon &amp; Schuster,7.777777777777778,9,"['Biography', 'Non-Fiction']"
0684847957,WAIT TILL NEXT YEAR: A MEMOIR,Doris Kearns Goodwin,1998,Simon &amp; Schuster,8.0,7,"['Biography', 'Non-Fiction']"
0440219248,Whatever Happened to Janie?,Caroline B. Cooney,1994,Laure Leaf,7.285714285714286,7,"['Young Adult', 'Mystery']"
0684803860,DAUGHTER OF TIME,Josephine Tey,1995,Touchstone,8.4375,16,"['Historical', 'Mystery']"
0671010123,Final Jeopardy (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,1997,Pocket,7.888888888888889,9,"['Mystery', 'Thriller']"
0679725768,The Mezzanine (Vintage Contemporaries (Paperback)),Nicholson Baker,1990,Vintage Books USA,7.5,6,['Non-Fiction']
0385315147,Smilla's Sense of Snow,Peter Hoeg,1995,Delta,8.25,8,"['Mystery', 'Thriller']"
0449219615,Farriers' Lane,Anne Perry,1994,Fawcett Books,7.3,10,"['Historical', 'Mystery']"
0140131558,"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",Paul Auster,1994,Penguin Books,8.142857142857142,14,['Mystery']
0671744216,The Secret,Julie Garwood,1992,Pocket,8.222222222222221,27,['Romance']
0441006256,Freedom's Challenge,Anne McCaffrey,1999,Ace Books,7.25,8,['Sci-Fi']
0441005837,Rose Daughter,Robin McKinley,1998,Ace Books,7.833333333333333,6,['Fantasy']
0505525526,Single White Vampire,Lynsay Sands,2003,Love Spell,7.625,16,['Romance']
0425140946,Terminal,Robin Cook,1994,Penguin Putnam~mass,6.875,8,['Thriller']
0140154078,The Music of Chance,Paul Auster,1993,Penguin Books,7.571428571428571,7,['Mystery']
0515115649,The Cat Who Came to Breakfast,Lilian Jackson Braun,1995,Jove Books,6.769230769230769,13,['Mystery']
0525946535,One-Hit Wonder,Lisa Jewell,2002,Dutton Adult,6.625,8,['Thriller']
0064400964,Betsy-Tacy (Betsy-Tacy),Maud Hart Lovelace,2000,HarperTrophy,8.75,8,['Historical']
0020442300,The Magician's Nephew,C. S. Lewis,1970,MacMillan Publishing Company.,8.777777777777779,9,['Fantasy']
0890438439,How to Clean Practically Anything,Edward Kipel,1996,Consumer Reports Books,6.909090909090909,11,['Non-Fiction']
0871233428,"Love Comes Softly (Love Comes Softly, Book 1)",Janette Oke,1979,Bethany House,7.75,8,"['Historical', 'Romance']"
0064471063,The Horse and His Boy,C. S. Lewis,1994,HarperCollins,8.48,25,['Fantasy']
0064409422,"The Lion, the Witch and the Wardrobe (Full-Color Collector's Edition)",C. S. Lewis,2000,HarperTrophy,9.428571428571429,14,['Fantasy']
0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),C. S. Lewis,1994,HarperCollins,8.473684210526315,19,['Fantasy']
0064471071,The Voyage of the Dawn Treader (rack) (Narnia),C. S. Lewis,1994,HarperCollins,8.714285714285714,14,['Fantasy']
0064400085,These Happy Golden Years (Little House),Laura Ingalls Wilder,1953,HarperTrophy,8.583333333333334,12,['Historical']
0064400077,Little Town on the Prairie,Laura Ingalls Wilder,1953,HarperTrophy,8.0,10,['Historical']
0064400069,The Long Winter (Little House),Laura Ingalls Wilder,1953,HarperTrophy,8.7,10,"['Historical', 'Biography']"
0064400050,By the Shores of Silver Lake (Little House),Laura Ingalls Wilder,1953,HarperTrophy,8.117647058823529,17,"['Historical', 'Biography']"
0064400042,On the Banks of Plum Creek,Laura Ingalls Wilder,1953,HarperTrophy,8.666666666666666,21,"['Historical', 'Biography']"
0525946756,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,2002,Dutton Books,8.0,7,['Non-Fiction']
0151731527,Possessing the Secret of Joy,Alice Walker,1992,Harcourt,8.285714285714286,7,"['Historical', 'Romance']"
0836204158,It'S Obvious You Won'T Survive By Your Wits Alone,Scott Adams,1995,Andrews McMeel Publishing,7.909090909090909,11,"['Non-Fiction', 'Humor']"
0345422589,"Running With the Demon (The Word and the Void Trilogy, Book 1)",Terry Brooks,1998,Del Rey Books,7.230769230769231,13,"['Fantasy', 'Adventure']"
0671502689,SMART WOMEN : A Story of Hope,Judy Blume,1985,Pocket,6.714285714285714,7,"['Young Adult', 'Romance']"
0440215285,Killing Orders,Sara Paretsky,1993,Dell,7.222222222222222,9,"['Mystery', 'Thriller']"
0671741039,Swan Song,Robert McCammon,1987,Pocket,9.428571428571429,14,"['Horror', 'Adventure']"
0451162188,Blind Faith,Joe McGinniss,1990,Signet Book,6.875,8,"['Non-Fiction', 'Biography']"
0553248642,The Haj,Leon Uris,1985,Bantam Books,8.25,4,['Historical']
0553264613,Hot Ice,NORA ROBERTS,2003,Bantam,6.714285714285714,7,['Romance']
0590877437,"Search for Senna (Everworld, 1)",K. A. Applegate,1999,Scholastic,6.166666666666667,6,"['Fantasy', 'Young Adult', 'Adventure']"
0517542099,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1989,Harmony,8.666666666666666,9,"['Sci-Fi', 'Adventure']"
0671741454,Vendetta: The Giant Novel (Star Trek the Next Generation),Peter David,1991,Star Trek,7.555555555555555,9,"['Sci-Fi', 'Adventure']"
0380808080,This Heart of Mine (Avon Romance),Susan Elizabeth Phillips,2002,Avon,7.5,12,['Romance']
0451192028,Light a Penny Candle,Maeve Binchy,1997,Signet Book,7.857142857142857,7,['Romance']
0373802021,The Fairy Godmother,Mercedes Lackey,2004,Luna,8.5,8,"['Fantasy', 'Romance']"
0385312202,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,Olive Ann Burns,1994,Delta,7.777777777777778,9,"['Historical', 'Romance']"
0060096209,A Little Help from Above,Saralee Rosenberg,2002,Avon Trade,7.285714285714286,7,['Romance']
0553263218,The Pigman,PAUL ZINDEL,1983,Bantam,7.166666666666667,12,['Young Adult']
0446364703,Decked : A Regan Reilly Mystery,Carol Higgins Clark,1993,Warner Books,6.727272727272728,11,['Mystery']
1401088945,Ground Zero and Beyond,J. P. McCarthy,2003,Xlibris Corporation,4.875,8,['Non-Fiction']
0671776096,"Whitney, My Love",Judith McNaught,2000,Pocket,9.11111111111111,9,"['Romance', 'Historical']"
0440213991,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company,6.642857142857143,14,"['Mystery', 'Thriller']"
044098761X,A Wind in the Door (Laurel Leaf Books),Madeleine L'Engle,1976,Laure Leaf,8.285714285714286,14,"['Fantasy', 'Young Adult']"
0380899825,Hearts Aflame,Johanna Lindsey,1987,Avon,8.0,13,"['Romance', 'Historical']"
0394756886,"Bright lights, big city: A novel",Jay McInerney,1987,Vintage Books,6.857142857142857,7,['Non-Fiction']
0689806590,Bunnicula: A Rabbit-Tale of Mystery,Deborah Howe,1996,Aladdin,8.25,8,"['Mystery', 'Young Adult']"
0345377591,"The Seeress of Kell (The Malloreon, Book 5)",David Eddings,1995,Del Rey Books,8.2,10,"['Fantasy', 'Adventure']"
0786819146,"The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer,2003,Miramax Kids,8.307692307692308,13,"['Sci-Fi', 'Adventure', 'Young Adult']"
0786808551,"The Arctic Incident (Artemis Fowl, Book 2)",Eoin Colfer,2002,Miramax Kids,8.75,16,"['Sci-Fi', 'Adventure', 'Young Adult']"
0553572393,Green Mars,Kim Stanley Robinson,1995,Spectra Books,7.857142857142857,7,['Sci-Fi']
0671877135,LAMMAS NIGHT,Mercedes Lackey,1996,Baen,7.666666666666667,6,['Fantasy']
0312113420,James Herriot's Cat Stories,James Herriot,1994,St. Martin's Press,8.090909090909092,11,"['Non-Fiction', 'Biography']"
0425138232,Eye of the Storm,Jack Higgins,1995,Berkley Publishing Group,7.777777777777778,9,"['Thriller', 'Adventure']"
0679805273,"Oh, the Places You'll Go!",Dr. Seuss,1990,Random House Books for Young Readers,9.333333333333334,12,"['Non-Fiction', 'Young Adult']"
0440472431,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,1980,Bantam Doubleday Dell,8.090909090909092,11,['Young Adult']
084233226X,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers,8.25925925925926,27,"['Fantasy', 'Horror']"
0886775795,"Mind-Speakers' Call (The Ghatti's Tale, Book 2)",Gayle Greeno,1994,Daw Books,8.166666666666666,6,"['Fantasy', 'Adventure']"
0886775507,"The Ghatti's Tale (Finder-Seekers, Book One)",Gayle Greeno,1993,Daw Books,8.142857142857142,7,"['Fantasy', 'Adventure']"
0684856093,The 7 Habits Of Highly Effective Teens,Sean Covey,1998,Fireside,7.75,8,"['Non-Fiction', 'Young Adult']"
0440407079,Blubber (Yearling Books (Paperback)),JUDY BLUME,1976,Yearling,7.7,10,['Young Adult']
0394825993,"The Shadow in the North (Sally Lockhart Trilogy, Book 2)",PHILIP PULLMAN,1989,Laurel Leaf,7.5,8,"['Mystery', 'Historical']"
0590383892,Sirena,Donna Jo Napoli,2000,Scholastic Paperbacks,8.714285714285714,7,"['Fantasy', 'Romance']"
0670835382,Four Past Midnight,Stephen King,1990,Viking Books,8.291666666666666,24,"['Horror', 'Thriller']"
0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment,6.416666666666667,12,"['Sci-Fi', 'Thriller']"
0451092163,The Shining (Signet Book),Stephen King,1978,New Amer Library,8.545454545454545,11,['Horror']
0020442009,Horse and His Boy,C. S. Lewis,1970,MacMillan Publishing Company.,8.6,10,"['Fantasy', 'Adventure']"
0446676098,The Notebook,Nicholas Sparks,1999,Warner Books,7.952380952380952,21,['Romance']
0451169514,It,Stephen King,1997,Signet Book,8.129032258064516,31,['Horror']
0064405044,"The Silver Chair (The Chronicles of Narnia, Book 6)",C. S. Lewis,1994,HarperTrophy,8.375,8,"['Fantasy', 'Adventure']"
0064404994,"The Lion, the Witch and the Wardrobe (rpkg) (Narnia)",C. S. Lewis,1994,HarperTrophy,9.333333333333334,12,"['Fantasy', 'Adventure']"
067103264X,Storm of the Century: An Original Screenplay,Stephen King,1999,Pocket,7.9,10,['Non-Fiction']
3596259924,Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being,Milan Kundera,1997,Distribooks Inc,8.272727272727273,11,"['Literary Fiction', 'Historical']"
3257218370,Gottes Werk Und Teufels Beitrag,John Irving,2000,Diogenes Verlag AG,8.875,8,"['Fantasy', 'Historical']"
3596282225,Die Nebel von Avalon. Roman.,Marion Zimmer Bradley,2000,"Fischer (Tb.), Frankfurt",7.0,5,['Literary Fiction']
3518368001,Neue Leiden Des Jungen,Plenzdorf,0,Distribooks Int'l+inc,5.625,8,"['Non-Fiction', 'Biography']"
0140053204,Travels With Charley: In Search of America,John Steinbeck,1980,Penguin Books,8.318181818181818,22,"['Non-Fiction', 'Biography']"
0671739735,Velvet Angel,Jude Deveraux,1991,Pocket,8.909090909090908,11,['Romance']
0671702505,The Gift,Julie Garwood,1991,Pocket,8.076923076923077,13,['Romance']
0679774386,Doctor Zhivago,BORIS PASTERNAK,1997,Pantheon,8.0,10,"['Historical', 'Romance']"
